#
#  rhodopirellula_europaea_6ccyc 1.0 Genes link table generated on Sun Jun 25, 2023
#  All columns are separated by tab characters.
#  Columns are: 
#
#  GENE-ID  EG#  b#  y-name  CGSC-ID  UniProt-ID  GENE-NAME  
#
#   GENE-ID      = Pathway Tools unique identifier for the gene
#   UniProt-ID = Swiss-Prot identifier
#   GENE-NAME    = Pathway Tools gene name
#
#
BSI__CLIN_U_DA1__K141_117963_178			
BSI__CLIN_U_DA1__K141_117963_179			
BSI__CLIN_U_DA1__K141_117963_180			
BSI__CLIN_U_DA1__K141_117963_181			
BSI__CLIN_U_DA1__K141_117963_182			
BSI__CLIN_U_DA1__K141_117963_183			
BSI__CLIN_U_DA1__K141_117963_184			
BSI__CLIN_U_DA1__K141_117963_185		CP_1016	
BSI__CLIN_U_DA1__K141_117963_186			
BSI__CLIN_U_DA1__K141_117963_187			
BSI__CLIN_U_DA1__K141_117963_188			
BSI__CLIN_U_DA1__K141_117963_189			
BSI__CLIN_U_DA1__K141_117963_190			
BSI__CLIN_U_DA1__K141_117963_191			
BSI__CLIN_U_DA1__K141_194032_1			
BSI__CLIN_U_DA1__K141_194032_2			
BSI__CLIN_U_DA1__K141_194032_3			
BSI__CLIN_U_DA1__K141_194032_4			
BSI__CLIN_U_DA1__K141_194032_5			
BSI__CLIN_U_DA1__K141_194032_6			
BSI__CLIN_U_DA1__K141_194032_7			
BSI__CLIN_U_DA1__K141_194032_8			
BSI__CLIN_U_DA1__K141_194032_9			
BSI__CLIN_U_DA1__K141_194032_10			
BSI__CLIN_U_DA1__K141_194032_11			
BSI__CLIN_U_DA1__K141_194032_12			
BSI__CLIN_U_DA1__K141_194032_13			
BSI__CLIN_U_DA1__K141_194032_14			
BSI__CLIN_U_DA1__K141_194032_15		miaB	
BSI__CLIN_U_DA1__K141_194032_16			
BSI__CLIN_U_DA1__K141_194032_17			
BSI__CLIN_U_DA1__K141_194032_18			
BSI__CLIN_U_DA1__K141_194032_19			
BSI__CLIN_U_DA1__K141_194032_20			
BSI__CLIN_U_DA1__K141_194032_21			
BSI__CLIN_U_DA1__K141_194032_22			
BSI__CLIN_U_DA1__K141_194032_23			
BSI__CLIN_U_DA1__K141_194032_24			
BSI__CLIN_U_DA1__K141_194032_25			
BSI__CLIN_U_DA1__K141_194032_26			
BSI__CLIN_U_DA1__K141_194032_27			
BSI__CLIN_U_DA1__K141_194032_28			
BSI__CLIN_U_DA1__K141_194032_29			
BSI__CLIN_U_DA1__K141_194032_30			
BSI__CLIN_U_DA1__K141_194032_31			
BSI__CLIN_U_DA1__K141_194032_32			
BSI__CLIN_U_DA1__K141_194032_33			
BSI__CLIN_U_DA1__K141_194032_34			
BSI__CLIN_U_DA1__K141_194032_35			
BSI__CLIN_U_DA1__K141_194032_36			
BSI__CLIN_U_DA1__K141_194032_37			
BSI__CLIN_U_DA1__K141_194032_38			
BSI__CLIN_U_DA1__K141_194032_39			
BSI__CLIN_U_DA1__K141_194032_40			
BSI__CLIN_U_DA1__K141_194032_41			
BSI__CLIN_U_DA1__K141_194032_42		ppk	
BSI__CLIN_U_DA1__K141_194032_43			
BSI__CLIN_U_DA1__K141_194032_44			
BSI__CLIN_U_DA1__K141_194032_45			
BSI__CLIN_U_DA1__K141_194032_46		rlmL	
BSI__CLIN_U_DA1__K141_194032_47			
BSI__CLIN_U_DA1__K141_194032_48			
BSI__CLIN_U_DA1__K141_194032_49			
BSI__CLIN_U_DA1__K141_194032_50			
BSI__CLIN_U_DA1__K141_194032_51			
BSI__CLIN_U_DA1__K141_194032_52			
BSI__CLIN_U_DA1__K141_194032_53			
BSI__CLIN_U_DA1__K141_194032_54			
BSI__CLIN_U_DA1__K141_194032_55			
BSI__CLIN_U_DA1__K141_194032_56			
BSI__CLIN_U_DA1__K141_194032_57			
BSI__CLIN_U_DA1__K141_194032_58			
BSI__CLIN_U_DA1__K141_194032_59			
BSI__CLIN_U_DA1__K141_194032_60			
BSI__CLIN_U_DA1__K141_194032_61			
BSI__CLIN_U_DA1__K141_194032_62			
BSI__CLIN_U_DA1__K141_194032_63			
BSI__CLIN_U_DA1__K141_194032_64			
BSI__CLIN_U_DA1__K141_194032_65			
BSI__CLIN_U_DA1__K141_194032_66			
BSI__CLIN_U_DA1__K141_194032_67			
BSI__CLIN_U_DA1__K141_194032_68			
BSI__CLIN_U_DA1__K141_194032_69			
BSI__CLIN_U_DA1__K141_194032_70			
BSI__CLIN_U_DA1__K141_194032_71			
BSI__CLIN_U_DA1__K141_194032_72			
BSI__CLIN_U_DA1__K141_194032_73			
BSI__CLIN_U_DA1__K141_194032_74			
BSI__CLIN_U_DA1__K141_194032_75			
BSI__CLIN_U_DA1__K141_194032_76			
BSI__CLIN_U_DA1__K141_194032_77			
BSI__CLIN_U_DA1__K141_194032_78			
BSI__CLIN_U_DA1__K141_194032_79			
BSI__CLIN_U_DA1__K141_194032_80			
BSI__CLIN_U_DA1__K141_194032_81			
BSI__CLIN_U_DA1__K141_194032_82			
BSI__CLIN_U_DA1__K141_194032_83			
BSI__CLIN_U_DA1__K141_194032_84			
BSI__CLIN_U_DA1__K141_194032_85			
BSI__CLIN_U_DA1__K141_194032_86			
BSI__CLIN_U_DA1__K141_194032_87			
BSI__CLIN_U_DA1__K141_194032_88			
BSI__CLIN_U_DA1__K141_194032_89			
BSI__CLIN_U_DA1__K141_194032_90			
BSI__CLIN_U_DA1__K141_194032_91			
BSI__CLIN_U_DA1__K141_194032_92			
BSI__CLIN_U_DA1__K141_194032_93			
BSI__CLIN_U_DA1__K141_194032_94			
BSI__CLIN_U_DA1__K141_194032_95		CP_1020	
BSI__CLIN_U_DA1__K141_194032_96			
BSI__CLIN_U_DA1__K141_194032_97			
BSI__CLIN_U_DA1__K141_194032_98			
BSI__CLIN_U_DA1__K141_194032_99			
BSI__CLIN_U_DA1__K141_194032_100			
BSI__CLIN_U_DA1__K141_194032_101			
BSI__CLIN_U_DA1__K141_194032_102			
BSI__CLIN_U_DA1__K141_194032_103			
BSI__CLIN_U_DA1__K141_194032_104			
BSI__CLIN_U_DA1__K141_194032_105			
BSI__CLIN_U_DA1__K141_194032_106			
BSI__CLIN_U_DA1__K141_194032_107			
BSI__CLIN_U_DA1__K141_194032_108			
BSI__CLIN_U_DA1__K141_194032_109			
BSI__CLIN_U_DA1__K141_194032_110			
BSI__CLIN_U_DA1__K141_194032_111			
BSI__CLIN_U_DA1__K141_194032_112			
BSI__CLIN_U_DA1__K141_194032_113			
BSI__CLIN_U_DA1__K141_194032_114			
BSI__CLIN_U_DA1__K141_194032_115			
BSI__CLIN_U_DA1__K141_194032_116			
BSI__CLIN_U_DA1__K141_194032_117			
BSI__CLIN_U_DA1__K141_194032_118			
BSI__CLIN_U_DA1__K141_194032_119			
BSI__CLIN_U_DA1__K141_194032_120			
BSI__CLIN_U_DA1__K141_194032_121			
BSI__CLIN_U_DA1__K141_194032_122			
BSI__CLIN_U_DA1__K141_194032_123			
BSI__CLIN_U_DA1__K141_194032_124			
BSI__CLIN_U_DA1__K141_194032_125			
BSI__CLIN_U_DA1__K141_194032_126			
BSI__CLIN_U_DA1__K141_194032_127			
BSI__CLIN_U_DA1__K141_194032_128			
BSI__CLIN_U_DA1__K141_194032_129			
BSI__CLIN_U_DA1__K141_194032_130			
BSI__CLIN_U_DA1__K141_194032_131			
BSI__CLIN_U_DA1__K141_194032_132			
BSI__CLIN_U_DA1__K141_194032_133			
BSI__CLIN_U_DA1__K141_194032_134			
BSI__CLIN_U_DA1__K141_194032_135			
BSI__CLIN_U_DA1__K141_194032_136			
BSI__CLIN_U_DA1__K141_194032_137			
BSI__CLIN_U_DA1__K141_194032_138			
BSI__CLIN_U_DA1__K141_194032_139			
BSI__CLIN_U_DA1__K141_194032_140			
BSI__CLIN_U_DA1__K141_194032_141			
BSI__CLIN_U_DA1__K141_194032_142		pepX	
BSI__CLIN_U_DA1__K141_194032_143			
BSI__CLIN_U_DA1__K141_194032_144			
BSI__CLIN_U_DA1__K141_194032_145			
BSI__CLIN_U_DA1__K141_194032_146			
BSI__CLIN_U_DA1__K141_194032_147			
BSI__CLIN_U_DA1__K141_194032_148			
